"Yr","WD","CULocation","Surf","Flood","Spr","AcSWFl","AcSWSpr","AcGWFl","AcGWSpr","PumpingMax","GMode","AcTot","AcSW","AcGW","AcSpr","PercentAcGWtoAcTot"
1950,"01","0100503_I",0.610000,0.600000,0.800000,12720.100000,0.000000,7203.700000,0.000000,6834.000000,2,19923.700000,12720.100000,7203.700000,0.0000,36.1564
1951,"01","0100503_I",0.610000,0.600000,0.800000,12720.100000,0.000000,7203.700000,0.000000,7146.000000,2,19923.700000,12720.100000,7203.700000,0.0000,36.1564
1952,"01","0100503_I",0.610000,0.600000,0.800000,12720.100000,0.000000,7203.700000,0.000000,7646.000000,2,19923.700000,12720.100000,7203.700000,0.0000,36.1564
1953,"01","0100503_I",0.610000,0.600000,0.800000,12720.100000,0.000000,7203.700000,0.000000,7787.000000,2,19923.700000,12720.100000,7203.700000,0.0000,36.1564
1954,"01","0100503_I",0.610000,0.600000,0.800000,12720.100000,0.000000,7203.700000,0.000000,8401.000000,2,19923.700000,12720.100000,7203.700000,0.0000,36.1564
1955,"01","0100503_I",0.610000,0.600000,0.800000,12720.100000,0.000000,7203.700000,0.000000,9533.000000,2,19923.700000,12720.100000,7203.700000,0.0000,36.1564
1956,"01","0100503_I",0.610000,0.600000,0.800000,12720.100000,0.000000,7203.700000,0.000000,11718.000000,2,19923.700000,12720.100000,7203.700000,0.0000,36.1564
1957,"01","0100503_I",0.610000,0.600000,0.800000,12889.000000,0.000000,7298.900000,0.000000,12507.000000,2,20187.800000,12889.000000,7298.900000,0.0000,36.1550
1958,"01","0100503_I",0.610000,0.600000,0.800000,13057.800000,0.000000,7394.000000,0.000000,12507.000000,2,20451.900000,13057.800000,7394.000000,0.0000,36.1531
1959,"01","0100503_I",0.610000,0.600000,0.800000,13226.700000,0.000000,7489.200000,0.000000,12507.000000,2,20716.000000,13226.700000,7489.200000,0.0000,36.1518
1960,"01","0100503_I",0.610000,0.600000,0.800000,13395.600000,0.000000,7584.400000,0.000000,12571.000000,2,20980.000000,13395.600000,7584.400000,0.0000,36.1506
1961,"01","0100503_I",0.610000,0.600000,0.800000,13564.500000,0.000000,7679.600000,0.000000,12571.000000,2,21244.100000,13564.500000,7679.600000,0.0000,36.1493
1962,"01","0100503_I",0.610000,0.600000,0.800000,13733.400000,0.000000,7774.800000,0.000000,12571.000000,2,21508.200000,13733.400000,7774.800000,0.0000,36.1481
1963,"01","0100503_I",0.610000,0.600000,0.800000,13902.300000,0.000000,7870.000000,0.000000,12859.000000,2,21772.200000,13902.300000,7870.000000,0.0000,36.1470
1964,"01","0100503_I",0.610000,0.600000,0.800000,14071.200000,0.000000,7965.200000,0.000000,13141.000000,2,22036.300000,14071.200000,7965.200000,0.0000,36.1458
1965,"01","0100503_I",0.610000,0.600000,0.800000,14240.000000,0.000000,8060.300000,0.000000,14532.000000,2,22300.400000,14240.000000,8060.300000,0.0000,36.1442
1966,"01","0100503_I",0.610000,0.600000,0.800000,14408.900000,0.000000,8155.500000,0.000000,14532.000000,2,22564.400000,14408.900000,8155.500000,0.0000,36.1432
1967,"01","0100503_I",0.610000,0.600000,0.800000,14577.800000,0.000000,8250.700000,0.000000,14532.000000,2,22828.500000,14577.800000,8250.700000,0.0000,36.1421
1968,"01","0100503_I",0.610000,0.600000,0.800000,14746.700000,0.000000,8345.900000,0.000000,14532.000000,2,23092.600000,14746.700000,8345.900000,0.0000,36.1410
1969,"01","0100503_I",0.610000,0.600000,0.800000,14915.600000,0.000000,8441.100000,0.000000,14532.000000,2,23356.700000,14915.600000,8441.100000,0.0000,36.1400
1970,"01","0100503_I",0.610000,0.600000,0.800000,14492.800000,591.700000,8207.600000,328.700000,14532.000000,2,23620.700000,15084.500000,8536.300000,920.4000,36.1391
1971,"01","0100503_I",0.610000,0.600000,0.800000,14070.000000,1183.300000,7974.100000,657.400000,14532.000000,2,23884.800000,15253.300000,8631.500000,1840.7000,36.1380
1972,"01","0100503_I",0.610000,0.600000,0.800000,13647.200000,1775.000000,7740.600000,986.000000,14532.000000,2,24148.900000,15422.200000,8726.600000,2761.0000,36.1366
1973,"01","0100503_I",0.610000,0.600000,0.800000,13224.500000,2366.600000,7507.100000,1314.700000,14532.000000,2,24412.900000,15591.100000,8821.800000,3681.3000,36.1358
1974,"01","0100503_I",0.610000,0.600000,0.800000,12801.700000,2958.300000,7273.600000,1643.400000,14532.000000,2,24677.000000,15760.000000,8917.000000,4601.7000,36.1349
1975,"01","0100503_I",0.610000,0.600000,0.800000,12378.900000,3550.000000,7040.100000,1972.100000,14532.000000,2,24941.100000,15928.900000,9012.200000,5522.1000,36.1339
1976,"01","0100503_I",0.610000,0.600000,0.800000,11956.100000,4141.600000,6806.600000,2300.700000,14532.000000,2,25205.100000,16097.800000,9107.400000,6442.3000,36.1332
1977,"01","0100503_I",0.610000,0.600000,0.800000,11831.100000,4412.300000,6635.600000,2454.400000,14532.000000,2,25333.400000,16243.400000,9089.900000,6866.7000,35.8811
1978,"01","0100503_I",0.610000,0.600000,0.800000,11706.100000,4683.100000,6464.500000,2608.000000,14532.000000,2,25461.600000,16389.100000,9072.500000,7291.1000,35.6321
1979,"01","0100503_I",0.610000,0.600000,0.800000,11581.000000,4953.800000,6293.400000,2761.700000,14532.000000,2,25589.900000,16534.800000,9055.100000,7715.5000,35.3854
1980,"01","0100503_I",0.610000,0.600000,0.800000,11456.000000,5224.500000,6122.300000,2915.300000,14532.000000,2,25718.100000,16680.500000,9037.600000,8139.8000,35.1410
1981,"01","0100503_I",0.610000,0.600000,0.800000,11331.000000,5495.200000,5951.200000,3069.000000,14532.000000,2,25846.400000,16826.200000,9020.200000,8564.2000,34.8993
1982,"01","0100503_I",0.610000,0.600000,0.800000,11206.000000,5765.900000,5780.100000,3222.600000,14532.000000,2,25974.600000,16971.900000,9002.700000,8988.5000,34.6596
1983,"01","0100503_I",0.610000,0.600000,0.800000,11080.900000,6036.600000,5609.000000,3376.300000,14532.000000,2,26102.800000,17117.500000,8985.300000,9412.9000,34.4227
1984,"01","0100503_I",0.610000,0.600000,0.800000,10955.900000,6307.300000,5438.000000,3529.900000,14532.000000,2,26231.100000,17263.200000,8967.900000,9837.2000,34.1880
1985,"01","0100503_I",0.610000,0.600000,0.800000,10830.900000,6578.000000,5266.900000,3683.500000,14532.000000,2,26359.300000,17408.900000,8950.400000,10261.5000,33.9554
1986,"01","0100503_I",0.610000,0.600000,0.800000,10705.800000,6848.800000,5095.800000,3837.200000,14532.000000,2,26487.600000,17554.600000,8933.000000,10686.0000,33.7252
1987,"01","0100503_I",0.610000,0.600000,0.800000,10580.800000,7119.500000,4924.700000,3990.800000,14532.000000,2,26615.800000,17700.300000,8915.500000,11110.3000,33.4970
1988,"01","0100503_I",0.610000,0.600000,0.800000,10444.300000,7427.700000,4902.900000,4038.000000,14854.000000,2,26812.900000,17872.000000,8940.900000,11465.7000,33.3455
1989,"01","0100503_I",0.610000,0.600000,0.800000,10307.700000,7736.000000,4881.100000,4085.200000,14854.000000,2,27010.000000,18043.700000,8966.300000,11821.2000,33.1962
1990,"01","0100503_I",0.610000,0.600000,0.800000,10171.100000,8044.300000,4859.300000,4132.400000,14854.000000,2,27207.100000,18215.400000,8991.700000,12176.7000,33.0491
1991,"01","0100503_I",0.610000,0.600000,0.800000,10034.600000,8352.500000,4837.500000,4179.700000,14854.000000,2,27404.200000,18387.100000,9017.100000,12532.2000,32.9041
1992,"01","0100503_I",0.610000,0.600000,0.800000,9898.000000,8660.800000,4815.700000,4226.900000,14854.000000,2,27601.300000,18558.800000,9042.500000,12887.7000,32.7611
1993,"01","0100503_I",0.610000,0.600000,0.800000,9761.400000,8969.100000,4793.900000,4274.100000,14854.000000,2,27798.500000,18730.500000,9067.900000,13243.2000,32.6201
1994,"01","0100503_I",0.610000,0.600000,0.800000,9624.900000,9277.400000,4772.100000,4321.300000,14854.000000,2,27995.600000,18902.200000,9093.300000,13598.7000,32.4812
1995,"01","0100503_I",0.610000,0.600000,0.800000,9488.300000,9585.600000,4750.300000,4368.500000,14854.000000,2,28192.700000,19073.900000,9118.700000,13954.1000,32.3442
1996,"01","0100503_I",0.610000,0.600000,0.800000,9351.700000,9893.900000,4728.400000,4415.700000,14955.000000,2,28389.800000,19245.600000,9144.100000,14309.6000,32.2091
1997,"01","0100503_I",0.610000,0.600000,0.800000,9215.200000,10202.200000,4706.600000,4462.900000,14955.000000,2,28586.900000,19417.400000,9169.500000,14665.1000,32.0759
1998,"01","0100503_I",0.610000,0.600000,0.800000,9241.100000,10183.600000,4690.200000,4491.100000,14955.000000,2,28606.000000,19424.600000,9181.300000,14674.7000,32.0957
1999,"01","0100503_I",0.610000,0.600000,0.800000,9266.900000,10165.000000,4673.700000,4519.400000,14955.000000,2,28625.000000,19431.900000,9193.100000,14684.4000,32.1156
2000,"01","0100503_I",0.610000,0.600000,0.800000,9292.800000,10146.400000,4657.200000,4547.700000,14955.000000,2,28644.100000,19439.200000,9204.900000,14694.1000,32.1354
2001,"01","0100503_I",0.610000,0.600000,0.800000,9318.700000,10127.800000,4640.800000,4575.900000,14955.000000,2,28663.200000,19446.500000,9216.700000,14703.7000,32.1552
2002,"01","0100503_I",0.610000,0.600000,0.800000,8841.800000,10296.000000,4297.400000,4539.200000,14955.000000,2,27974.400000,19137.700000,8836.700000,14835.2000,31.5885
2003,"01","0100503_I",0.610000,0.600000,0.800000,8364.800000,10464.200000,3954.100000,4502.500000,14955.000000,2,27285.600000,18829.000000,8456.600000,14966.7000,30.9929
2004,"01","0100503_I",0.610000,0.600000,0.800000,7887.800000,10632.400000,3610.800000,4465.800000,14955.000000,2,26596.800000,18520.200000,8076.600000,15098.2000,30.3668
2005,"01","0100503_I",0.610000,0.600000,0.800000,7410.800000,10800.600000,3267.500000,4429.100000,14955.000000,2,25908.100000,18211.500000,7696.600000,15229.7000,29.7073
2006,"01","0100503_I",0.610000,0.600000,0.800000,7440.700000,10922.400000,3044.600000,4907.400000,14955.000000,2,26315.100000,18363.100000,7952.000000,15829.8000,30.2184
2007,"01","0100503_I",0.610000,0.600000,0.800000,7470.600000,11044.100000,2821.600000,5385.800000,14955.000000,2,26722.100000,18514.700000,8207.400000,16429.9000,30.7139
2008,"01","0100503_I",0.610000,0.600000,0.800000,7500.400000,11165.800000,2598.700000,5864.100000,14955.000000,2,27129.100000,18666.300000,8462.800000,17029.9000,31.1945
2009,"01","0100503_I",0.610000,0.600000,0.800000,7530.300000,11287.600000,2375.700000,6342.500000,14955.000000,2,27536.000000,18817.900000,8718.200000,17630.1000,31.6611
2010,"01","0100503_I",0.610000,0.600000,0.800000,7560.100000,11409.300000,2152.700000,6820.800000,14955.000000,2,27943.000000,18969.400000,8973.600000,18230.1000,32.1139
2011,"01","0100503_I",0.610000,0.600000,0.800000,7560.100000,11409.300000,2152.700000,6820.800000,14955.000000,2,27943.000000,18969.400000,8973.600000,18230.1000,32.1139
2012,"01","0100503_I",0.610000,0.600000,0.800000,7560.100000,11409.300000,2152.700000,6820.800000,14955.000000,2,27943.000000,18969.400000,8973.600000,18230.1000,32.1139
2013,"01","0100503_I",0.610000,0.600000,0.800000,7560.100000,11409.300000,2152.700000,6820.800000,14955.000000,2,27943.000000,18969.400000,8973.600000,18230.1000,32.1139
1950,"01","0100507_I",0.760000,0.600000,0.800000,8714.200000,0.000000,20806.500000,0.000000,44328.000000,2,29520.700000,8714.200000,20806.500000,0.0000,70.4811
1951,"01","0100507_I",0.760000,0.600000,0.800000,8714.200000,0.000000,20806.500000,0.000000,45594.000000,2,29520.700000,8714.200000,20806.500000,0.0000,70.4811
1952,"01","0100507_I",0.760000,0.600000,0.800000,8714.200000,0.000000,20806.500000,0.000000,46957.000000,2,29520.700000,8714.200000,20806.500000,0.0000,70.4811
1953,"01","0100507_I",0.760000,0.600000,0.800000,8714.200000,0.000000,20806.500000,0.000000,47950.000000,2,29520.700000,8714.200000,20806.500000,0.0000,70.4811
1954,"01","0100507_I",0.760000,0.600000,0.800000,8714.200000,0.000000,20806.500000,0.000000,50622.000000,2,29520.700000,8714.200000,20806.500000,0.0000,70.4811
1955,"01","0100507_I",0.760000,0.600000,0.800000,8714.200000,0.000000,20806.500000,0.000000,56623.000000,2,29520.700000,8714.200000,20806.500000,0.0000,70.4811
1956,"01","0100507_I",0.760000,0.600000,0.800000,8714.200000,0.000000,20806.500000,0.000000,58754.000000,2,29520.700000,8714.200000,20806.500000,0.0000,70.4811
1957,"01","0100507_I",0.760000,0.600000,0.800000,8531.700000,0.000000,21037.700000,0.000000,59590.000000,2,29569.400000,8531.700000,21037.700000,0.0000,71.1469
1958,"01","0100507_I",0.760000,0.600000,0.800000,8349.200000,0.000000,21268.900000,0.000000,60107.000000,2,29618.100000,8349.200000,21268.900000,0.0000,71.8105
1959,"01","0100507_I",0.760000,0.600000,0.800000,8166.800000,0.000000,21500.100000,0.000000,60107.000000,2,29666.800000,8166.800000,21500.100000,0.0000,72.4719
1960,"01","0100507_I",0.760000,0.600000,0.800000,7984.300000,0.000000,21731.200000,0.000000,60258.000000,2,29715.600000,7984.300000,21731.200000,0.0000,73.1306
1961,"01","0100507_I",0.760000,0.600000,0.800000,7801.900000,0.000000,21962.400000,0.000000,60258.000000,2,29764.300000,7801.900000,21962.400000,0.0000,73.7877
1962,"01","0100507_I",0.760000,0.600000,0.800000,7619.400000,0.000000,22193.600000,0.000000,60684.000000,2,29813.000000,7619.400000,22193.600000,0.0000,74.4427
1963,"01","0100507_I",0.760000,0.600000,0.800000,7437.000000,0.000000,22424.800000,0.000000,62026.000000,2,29861.800000,7437.000000,22424.800000,0.0000,75.0953
1964,"01","0100507_I",0.760000,0.600000,0.800000,7254.500000,0.000000,22655.900000,0.000000,63251.000000,2,29910.500000,7254.500000,22655.900000,0.0000,75.7456
1965,"01","0100507_I",0.760000,0.600000,0.800000,7072.100000,0.000000,22887.100000,0.000000,63972.000000,2,29959.200000,7072.100000,22887.100000,0.0000,76.3942
1966,"01","0100507_I",0.760000,0.600000,0.800000,6889.600000,0.000000,23118.300000,0.000000,64193.000000,2,30007.900000,6889.600000,23118.300000,0.0000,77.0407
1967,"01","0100507_I",0.760000,0.600000,0.800000,6707.200000,0.000000,23349.500000,0.000000,64193.000000,2,30056.700000,6707.200000,23349.500000,0.0000,77.6848
1968,"01","0100507_I",0.760000,0.600000,0.800000,6524.700000,0.000000,23580.700000,0.000000,64193.000000,2,30105.400000,6524.700000,23580.700000,0.0000,78.3271
1969,"01","0100507_I",0.760000,0.600000,0.800000,6342.300000,0.000000,23811.800000,0.000000,64433.000000,2,30154.100000,6342.300000,23811.800000,0.0000,78.9670
1970,"01","0100507_I",0.760000,0.600000,0.800000,6041.800000,118.000000,22174.100000,1869.000000,64433.000000,2,30202.800000,6159.800000,24043.000000,1987.0000,79.6052
1971,"01","0100507_I",0.760000,0.600000,0.800000,5741.400000,236.000000,20536.300000,3737.900000,64433.000000,2,30251.600000,5977.400000,24274.200000,3973.9000,80.2410
1972,"01","0100507_I",0.760000,0.600000,0.800000,5440.900000,354.000000,18898.500000,5606.900000,64501.000000,2,30300.300000,5794.900000,24505.400000,5960.9000,80.8751
1973,"01","0100507_I",0.760000,0.600000,0.800000,5140.500000,472.000000,17260.700000,7475.800000,64501.000000,2,30349.000000,5612.500000,24736.500000,7947.8000,81.5068
1974,"01","0100507_I",0.760000,0.600000,0.800000,4840.000000,590.000000,15623.000000,9344.800000,64634.000000,2,30397.700000,5430.000000,24967.700000,9934.8000,82.1368
1975,"01","0100507_I",0.760000,0.600000,0.800000,4539.600000,708.000000,13985.200000,11213.700000,64634.000000,2,30446.500000,5247.600000,25198.900000,11921.7000,82.7645
1976,"01","0100507_I",0.760000,0.600000,0.800000,4239.200000,825.900000,12347.400000,13082.700000,64634.000000,2,30495.200000,5065.100000,25430.100000,13908.6000,83.3905
1977,"01","0100507_I",0.760000,0.600000,0.800000,4244.300000,787.900000,12211.700000,13058.100000,64634.000000,2,30301.900000,5032.100000,25269.800000,13846.0000,83.3935
1978,"01","0100507_I",0.760000,0.600000,0.800000,4249.400000,749.800000,12076.000000,13033.500000,64634.000000,2,30108.600000,4999.200000,25109.500000,13783.3000,83.3964
1979,"01","0100507_I",0.760000,0.600000,0.800000,4254.500000,711.700000,11940.300000,13008.900000,64634.000000,2,29915.400000,4966.200000,24949.200000,13720.6000,83.3992
1980,"01","0100507_I",0.760000,0.600000,0.800000,4259.600000,673.600000,11804.600000,12984.300000,64634.000000,2,29722.100000,4933.300000,24788.800000,13657.9000,83.4019
1981,"01","0100507_I",0.760000,0.600000,0.800000,4264.700000,635.600000,11668.800000,12959.700000,64634.000000,2,29528.800000,4900.300000,24628.500000,13595.3000,83.4050
1982,"01","0100507_I",0.760000,0.600000,0.800000,4269.800000,597.500000,11533.100000,12935.100000,64634.000000,2,29335.600000,4867.300000,24468.200000,13532.6000,83.4079
1983,"01","0100507_I",0.760000,0.600000,0.800000,4275.000000,559.400000,11397.400000,12910.500000,64634.000000,2,29142.300000,4834.400000,24307.900000,13469.9000,83.4111
1984,"01","0100507_I",0.760000,0.600000,0.800000,4280.100000,521.300000,11261.700000,12885.900000,64634.000000,2,28949.000000,4801.400000,24147.600000,13407.2000,83.4143
1985,"01","0100507_I",0.760000,0.600000,0.800000,4285.200000,483.300000,11126.000000,12861.300000,64634.000000,2,28755.700000,4768.400000,23987.300000,13344.6000,83.4175
1986,"01","0100507_I",0.760000,0.600000,0.800000,4290.300000,445.200000,10990.200000,12836.800000,64634.000000,2,28562.500000,4735.500000,23827.000000,13282.0000,83.4206
1987,"01","0100507_I",0.760000,0.600000,0.800000,4295.400000,407.100000,10854.500000,12812.200000,64634.000000,2,28369.200000,4702.500000,23666.700000,13219.3000,83.4239
1988,"01","0100507_I",0.760000,0.600000,0.800000,4243.700000,424.900000,11083.400000,12705.200000,64634.000000,2,28457.200000,4668.600000,23788.600000,13130.1000,83.5943
1989,"01","0100507_I",0.760000,0.600000,0.800000,4192.000000,442.700000,11312.300000,12598.200000,64634.000000,2,28545.200000,4634.700000,23910.500000,13040.9000,83.7636
1990,"01","0100507_I",0.760000,0.600000,0.800000,4140.300000,460.500000,11541.200000,12491.200000,64634.000000,2,28633.200000,4600.800000,24032.400000,12951.7000,83.9319
1991,"01","0100507_I",0.760000,0.600000,0.800000,4088.600000,478.300000,11770.100000,12384.200000,64634.000000,2,28721.200000,4566.900000,24154.300000,12862.5000,84.0992
1992,"01","0100507_I",0.760000,0.600000,0.800000,4036.900000,496.100000,11999.000000,12277.200000,64634.000000,2,28809.200000,4532.900000,24276.200000,12773.3000,84.2654
1993,"01","0100507_I",0.760000,0.600000,0.800000,3985.200000,513.900000,12227.900000,12170.200000,64634.000000,2,28897.200000,4499.000000,24398.100000,12684.1000,84.4307
1994,"01","0100507_I",0.760000,0.600000,0.800000,3933.500000,531.600000,12456.800000,12063.200000,64634.000000,2,28985.200000,4465.100000,24520.000000,12594.8000,84.5949
1995,"01","0100507_I",0.760000,0.600000,0.800000,3881.800000,549.400000,12685.700000,11956.200000,64634.000000,2,29073.200000,4431.200000,24642.000000,12505.6000,84.7585
1996,"01","0100507_I",0.760000,0.600000,0.800000,3830.100000,567.200000,12914.600000,11849.200000,64634.000000,2,29161.200000,4397.300000,24763.900000,12416.4000,84.9207
1997,"01","0100507_I",0.760000,0.600000,0.800000,3778.400000,585.000000,13143.500000,11742.200000,64634.000000,2,29249.200000,4363.400000,24885.800000,12327.2000,85.0820
1998,"01","0100507_I",0.760000,0.600000,0.800000,3751.500000,584.200000,12156.800000,12921.700000,64634.000000,2,29414.200000,4335.600000,25078.500000,13505.9000,85.2598
1999,"01","0100507_I",0.760000,0.600000,0.800000,3724.600000,583.300000,11170.100000,14101.200000,64634.000000,2,29579.200000,4307.900000,25271.300000,14684.5000,85.4360
2000,"01","0100507_I",0.760000,0.600000,0.800000,3697.600000,582.500000,10183.400000,15280.700000,64634.000000,2,29744.200000,4280.100000,25464.100000,15863.2000,85.6103
2001,"01","0100507_I",0.760000,0.600000,0.800000,3670.700000,581.600000,9196.700000,16460.100000,64634.000000,2,29909.200000,4252.400000,25656.800000,17041.7000,85.7823
2002,"01","0100507_I",0.760000,0.600000,0.800000,3613.000000,1110.400000,8373.500000,16385.900000,64634.000000,2,29482.700000,4723.300000,24759.400000,17496.3000,83.9794
2003,"01","0100507_I",0.760000,0.600000,0.800000,3555.200000,1639.100000,7550.300000,16311.700000,64634.000000,2,29056.300000,5194.300000,23862.000000,17950.8000,82.1233
2004,"01","0100507_I",0.760000,0.600000,0.800000,3497.400000,2167.900000,6727.100000,16237.400000,64634.000000,2,28629.800000,5665.300000,22964.600000,18405.3000,80.2122
2005,"01","0100507_I",0.760000,0.600000,0.800000,3439.600000,2696.600000,5903.900000,16163.200000,64634.000000,2,28203.400000,6136.200000,22067.100000,18859.8000,78.2427
2006,"01","0100507_I",0.760000,0.600000,0.800000,3341.900000,2511.600000,5521.100000,16763.500000,64634.000000,2,28138.100000,5853.500000,22284.600000,19275.1000,79.1972
2007,"01","0100507_I",0.760000,0.600000,0.800000,3244.200000,2326.600000,5138.300000,17363.700000,64634.000000,2,28072.800000,5570.800000,22502.000000,19690.3000,80.1559
2008,"01","0100507_I",0.760000,0.600000,0.800000,3146.500000,2141.600000,4755.400000,17964.000000,64634.000000,2,28007.500000,5288.100000,22719.400000,20105.6000,81.1190
2009,"01","0100507_I",0.760000,0.600000,0.800000,3048.800000,1956.500000,4372.600000,18564.200000,64634.000000,2,27942.200000,5005.400000,22936.800000,20520.7000,82.0866
2010,"01","0100507_I",0.760000,0.600000,0.800000,2951.100000,1771.500000,3989.700000,19164.500000,64634.000000,2,27876.900000,4722.700000,23154.300000,20936.0000,83.0591
2011,"01","0100507_I",0.760000,0.600000,0.800000,2951.100000,1771.500000,3989.700000,19164.500000,64634.000000,2,27876.900000,4722.700000,23154.300000,20936.0000,83.0591
2012,"01","0100507_I",0.760000,0.600000,0.800000,2951.100000,1771.500000,3989.700000,19164.500000,64634.000000,2,27876.900000,4722.700000,23154.300000,20936.0000,83.0591
2013,"01","0100507_I",0.760000,0.600000,0.800000,2951.100000,1771.500000,3989.700000,19164.500000,64634.000000,2,27876.900000,4722.700000,23154.300000,20936.0000,83.0591
1950,"01","0100511",0.770000,0.600000,0.800000,3739.300000,0.000000,1885.400000,0.000000,633.000000,2,5624.700000,3739.300000,1885.400000,0.0000,33.5200
1951,"01","0100511",0.770000,0.600000,0.800000,3739.300000,0.000000,1885.400000,0.000000,633.000000,2,5624.700000,3739.300000,1885.400000,0.0000,33.5200
1952,"01","0100511",0.770000,0.600000,0.800000,3739.300000,0.000000,1885.400000,0.000000,633.000000,2,5624.700000,3739.300000,1885.400000,0.0000,33.5200
1953,"01","0100511",0.770000,0.600000,0.800000,3739.300000,0.000000,1885.400000,0.000000,727.000000,2,5624.700000,3739.300000,1885.400000,0.0000,33.5200
1954,"01","0100511",0.770000,0.600000,0.800000,3739.300000,0.000000,1885.400000,0.000000,1039.000000,2,5624.700000,3739.300000,1885.400000,0.0000,33.5200
1955,"01","0100511",0.770000,0.600000,0.800000,3739.300000,0.000000,1885.400000,0.000000,2679.000000,2,5624.700000,3739.300000,1885.400000,0.0000,33.5200
1956,"01","0100511",0.770000,0.600000,0.800000,3739.300000,0.000000,1885.400000,0.000000,2766.000000,2,5624.700000,3739.300000,1885.400000,0.0000,33.5200
1957,"01","0100511",0.770000,0.600000,0.800000,3781.700000,0.000000,1915.000000,0.000000,3114.000000,2,5696.700000,3781.700000,1915.000000,0.0000,33.6160
1958,"01","0100511",0.770000,0.600000,0.800000,3824.100000,0.000000,1944.600000,0.000000,3114.000000,2,5768.700000,3824.100000,1944.600000,0.0000,33.7095
1959,"01","0100511",0.770000,0.600000,0.800000,3866.500000,0.000000,1974.200000,0.000000,3114.000000,2,5840.700000,3866.500000,1974.200000,0.0000,33.8007
1960,"01","0100511",0.770000,0.600000,0.800000,3908.900000,0.000000,2003.800000,0.000000,3217.000000,2,5912.700000,3908.900000,2003.800000,0.0000,33.8898
1961,"01","0100511",0.770000,0.600000,0.800000,3951.300000,0.000000,2033.500000,0.000000,3293.000000,2,5984.700000,3951.300000,2033.500000,0.0000,33.9783
1962,"01","0100511",0.770000,0.600000,0.800000,3993.600000,0.000000,2063.100000,0.000000,3400.000000,2,6056.700000,3993.600000,2063.100000,0.0000,34.0631
1963,"01","0100511",0.770000,0.600000,0.800000,4036.000000,0.000000,2092.700000,0.000000,3807.000000,2,6128.700000,4036.000000,2092.700000,0.0000,34.1459
1964,"01","0100511",0.770000,0.600000,0.800000,4078.400000,0.000000,2122.300000,0.000000,4337.000000,2,6200.700000,4078.400000,2122.300000,0.0000,34.2268
1965,"01","0100511",0.770000,0.600000,0.800000,4120.800000,0.000000,2151.900000,0.000000,4591.000000,2,6272.700000,4120.800000,2151.900000,0.0000,34.3058
1966,"01","0100511",0.770000,0.600000,0.800000,4163.200000,0.000000,2181.500000,0.000000,4591.000000,2,6344.800000,4163.200000,2181.500000,0.0000,34.3825
1967,"01","0100511",0.770000,0.600000,0.800000,4205.600000,0.000000,2211.100000,0.000000,4591.000000,2,6416.800000,4205.600000,2211.100000,0.0000,34.4580
1968,"01","0100511",0.770000,0.600000,0.800000,4248.000000,0.000000,2240.800000,0.000000,4645.000000,2,6488.800000,4248.000000,2240.800000,0.0000,34.5333
1969,"01","0100511",0.770000,0.600000,0.800000,4290.400000,0.000000,2270.400000,0.000000,4645.000000,2,6560.800000,4290.400000,2270.400000,0.0000,34.6055
1970,"01","0100511",0.770000,0.600000,0.800000,4057.500000,275.300000,2267.300000,32.700000,4645.000000,2,6632.800000,4332.800000,2300.000000,308.0000,34.6762
1971,"01","0100511",0.770000,0.600000,0.800000,3824.600000,550.600000,2264.100000,65.400000,4645.000000,2,6704.800000,4375.200000,2329.600000,616.0000,34.7453
1972,"01","0100511",0.770000,0.600000,0.800000,3591.700000,825.900000,2261.000000,98.200000,4645.000000,2,6776.800000,4417.600000,2359.200000,924.1000,34.8129
1973,"01","0100511",0.770000,0.600000,0.800000,3358.800000,1101.200000,2257.900000,130.900000,4645.000000,2,6848.800000,4460.000000,2388.800000,1232.1000,34.8791
1974,"01","0100511",0.770000,0.600000,0.800000,3125.900000,1376.500000,2254.800000,163.600000,4645.000000,2,6920.800000,4502.400000,2418.400000,1540.1000,34.9439
1975,"01","0100511",0.770000,0.600000,0.800000,2893.000000,1651.800000,2251.700000,196.300000,4645.000000,2,6992.800000,4544.800000,2448.000000,1848.1000,35.0074
1976,"01","0100511",0.770000,0.600000,0.800000,2660.100000,1927.100000,2248.600000,229.100000,4645.000000,2,7064.800000,4587.200000,2477.700000,2156.2000,35.0711
1977,"01","0100511",0.770000,0.600000,0.800000,2650.200000,1990.800000,2268.700000,241.100000,4645.000000,2,7150.900000,4641.100000,2509.900000,2231.9000,35.0991
1978,"01","0100511",0.770000,0.600000,0.800000,2640.400000,2054.600000,2288.900000,253.200000,4645.000000,2,7237.000000,4695.000000,2542.100000,2307.8000,35.1264
1979,"01","0100511",0.770000,0.600000,0.800000,2630.500000,2118.300000,2309.000000,265.200000,4645.000000,2,7323.100000,4748.900000,2574.300000,2383.5000,35.1531
1980,"01","0100511",0.770000,0.600000,0.800000,2620.700000,2182.100000,2329.200000,277.300000,4645.000000,2,7409.200000,4802.800000,2606.500000,2459.4000,35.1792
1981,"01","0100511",0.770000,0.600000,0.800000,2610.800000,2245.800000,2349.300000,289.300000,4645.000000,2,7495.300000,4856.700000,2638.700000,2535.1000,35.2047
1982,"01","0100511",0.770000,0.600000,0.800000,2601.000000,2309.600000,2369.500000,301.400000,4645.000000,2,7581.400000,4910.500000,2670.900000,2611.0000,35.2296
