"Yr","WD","CULocation","Surf","Flood","Spr","AcSWFl","AcSWSpr","AcGWFl","AcGWSpr","PumpingMax","GMode","AcTot","AcSW","AcGW","AcSpr","PercentAcGWtoAcTot"
2007,"05","0500548",0.750000,0.600000,0.800000,75.100000,0.000000,7.900000,0.000000,0.000000,2,83.000000,75.100000,7.900000,0.0000,9.5181
2008,"05","0500548",0.750000,0.600000,0.800000,71.200000,0.000000,11.800000,0.000000,0.000000,2,83.000000,71.200000,11.800000,0.0000,14.2169
2009,"05","0500548",0.750000,0.600000,0.800000,67.200000,0.000000,15.800000,0.000000,0.000000,2,83.000000,67.200000,15.800000,0.0000,19.0361
2010,"05","0500548",0.750000,0.600000,0.800000,63.300000,0.000000,19.700000,0.000000,0.000000,2,83.000000,63.300000,19.700000,0.0000,23.7349
2011,"05","0500548",0.750000,0.600000,0.800000,63.300000,0.000000,19.700000,0.000000,0.000000,2,83.000000,63.300000,19.700000,0.0000,23.7349
2012,"05","0500548",0.750000,0.600000,0.800000,63.300000,0.000000,19.700000,0.000000,0.000000,2,83.000000,63.300000,19.700000,0.0000,23.7349
2013,"05","0500548",0.750000,0.600000,0.800000,63.300000,0.000000,19.700000,0.000000,0.000000,2,83.000000,63.300000,19.700000,0.0000,23.7349
1950,"05","0500549",0.750000,0.600000,0.800000,31.100000,0.000000,0.000000,0.000000,0.000000,2,31.100000,31.100000,0.000000,0.0000,0.0000
1951,"05","0500549",0.750000,0.600000,0.800000,31.100000,0.000000,0.000000,0.000000,0.000000,2,31.100000,31.100000,0.000000,0.0000,0.0000
1952,"05","0500549",0.750000,0.600000,0.800000,31.100000,0.000000,0.000000,0.000000,0.000000,2,31.100000,31.100000,0.000000,0.0000,0.0000
1953,"05","0500549",0.750000,0.600000,0.800000,31.100000,0.000000,0.000000,0.000000,0.000000,2,31.100000,31.100000,0.000000,0.0000,0.0000
1954,"05","0500549",0.750000,0.600000,0.800000,31.100000,0.000000,0.000000,0.000000,0.000000,2,31.100000,31.100000,0.000000,0.0000,0.0000
1955,"05","0500549",0.750000,0.600000,0.800000,31.100000,0.000000,0.000000,0.000000,0.000000,2,31.100000,31.100000,0.000000,0.0000,0.0000
1956,"05","0500549",0.750000,0.600000,0.800000,31.100000,0.000000,0.000000,0.000000,0.000000,2,31.100000,31.100000,0.000000,0.0000,0.0000
1957,"05","0500549",0.750000,0.600000,0.800000,31.100000,0.000000,0.000000,0.000000,0.000000,2,31.100000,31.100000,0.000000,0.0000,0.0000
1958,"05","0500549",0.750000,0.600000,0.800000,31.100000,0.000000,0.000000,0.000000,0.000000,2,31.100000,31.100000,0.000000,0.0000,0.0000
1959,"05","0500549",0.750000,0.600000,0.800000,31.100000,0.000000,0.000000,0.000000,0.000000,2,31.100000,31.100000,0.000000,0.0000,0.0000
1960,"05","0500549",0.750000,0.600000,0.800000,31.100000,0.000000,0.000000,0.000000,0.000000,2,31.100000,31.100000,0.000000,0.0000,0.0000
1961,"05","0500549",0.750000,0.600000,0.800000,31.100000,0.000000,0.000000,0.000000,0.000000,2,31.100000,31.100000,0.000000,0.0000,0.0000
1962,"05","0500549",0.750000,0.600000,0.800000,31.100000,0.000000,0.000000,0.000000,0.000000,2,31.100000,31.100000,0.000000,0.0000,0.0000
1963,"05","0500549",0.750000,0.600000,0.800000,31.100000,0.000000,0.000000,0.000000,0.000000,2,31.100000,31.100000,0.000000,0.0000,0.0000
1964,"05","0500549",0.750000,0.600000,0.800000,31.100000,0.000000,0.000000,0.000000,0.000000,2,31.100000,31.100000,0.000000,0.0000,0.0000
1965,"05","0500549",0.750000,0.600000,0.800000,31.100000,0.000000,0.000000,0.000000,0.000000,2,31.100000,31.100000,0.000000,0.0000,0.0000
1966,"05","0500549",0.750000,0.600000,0.800000,31.100000,0.000000,0.000000,0.000000,0.000000,2,31.100000,31.100000,0.000000,0.0000,0.0000
1967,"05","0500549",0.750000,0.600000,0.800000,31.100000,0.000000,0.000000,0.000000,0.000000,2,31.100000,31.100000,0.000000,0.0000,0.0000
1968,"05","0500549",0.750000,0.600000,0.800000,31.100000,0.000000,0.000000,0.000000,0.000000,2,31.100000,31.100000,0.000000,0.0000,0.0000
1969,"05","0500549",0.750000,0.600000,0.800000,31.100000,0.000000,0.000000,0.000000,0.000000,2,31.100000,31.100000,0.000000,0.0000,0.0000
1970,"05","0500549",0.750000,0.600000,0.800000,31.100000,0.000000,0.000000,0.000000,0.000000,2,31.100000,31.100000,0.000000,0.0000,0.0000
1971,"05","0500549",0.750000,0.600000,0.800000,31.100000,0.000000,0.000000,0.000000,0.000000,2,31.100000,31.100000,0.000000,0.0000,0.0000
1972,"05","0500549",0.750000,0.600000,0.800000,31.100000,0.000000,0.000000,0.000000,0.000000,2,31.100000,31.100000,0.000000,0.0000,0.0000
1973,"05","0500549",0.750000,0.600000,0.800000,31.100000,0.000000,0.000000,0.000000,0.000000,2,31.100000,31.100000,0.000000,0.0000,0.0000
1974,"05","0500549",0.750000,0.600000,0.800000,31.100000,0.000000,0.000000,0.000000,0.000000,2,31.100000,31.100000,0.000000,0.0000,0.0000
1975,"05","0500549",0.750000,0.600000,0.800000,31.100000,0.000000,0.000000,0.000000,0.000000,2,31.100000,31.100000,0.000000,0.0000,0.0000
1976,"05","0500549",0.750000,0.600000,0.800000,31.100000,0.000000,0.000000,0.000000,0.000000,2,31.100000,31.100000,0.000000,0.0000,0.0000
1977,"05","0500549",0.750000,0.600000,0.800000,31.500000,0.000000,0.000000,0.000000,0.000000,2,31.500000,31.500000,0.000000,0.0000,0.0000
1978,"05","0500549",0.750000,0.600000,0.800000,31.900000,0.000000,0.000000,0.000000,0.000000,2,31.900000,31.900000,0.000000,0.0000,0.0000
1979,"05","0500549",0.750000,0.600000,0.800000,32.300000,0.000000,0.000000,0.000000,0.000000,2,32.300000,32.300000,0.000000,0.0000,0.0000
1980,"05","0500549",0.750000,0.600000,0.800000,32.700000,0.000000,0.000000,0.000000,0.000000,2,32.700000,32.700000,0.000000,0.0000,0.0000
1981,"05","0500549",0.750000,0.600000,0.800000,33.100000,0.000000,0.000000,0.000000,0.000000,2,33.100000,33.100000,0.000000,0.0000,0.0000
1982,"05","0500549",0.750000,0.600000,0.800000,33.500000,0.000000,0.000000,0.000000,0.000000,2,33.500000,33.500000,0.000000,0.0000,0.0000
1983,"05","0500549",0.750000,0.600000,0.800000,33.900000,0.000000,0.000000,0.000000,0.000000,2,33.900000,33.900000,0.000000,0.0000,0.0000
1984,"05","0500549",0.750000,0.600000,0.800000,34.300000,0.000000,0.000000,0.000000,0.000000,2,34.300000,34.300000,0.000000,0.0000,0.0000
1985,"05","0500549",0.750000,0.600000,0.800000,34.700000,0.000000,0.000000,0.000000,0.000000,2,34.700000,34.700000,0.000000,0.0000,0.0000
1986,"05","0500549",0.750000,0.600000,0.800000,35.100000,0.000000,0.000000,0.000000,0.000000,2,35.100000,35.100000,0.000000,0.0000,0.0000
1987,"05","0500549",0.750000,0.600000,0.800000,35.500000,0.000000,0.000000,0.000000,0.000000,2,35.500000,35.500000,0.000000,0.0000,0.0000
1988,"05","0500549",0.750000,0.600000,0.800000,35.500000,0.000000,0.000000,0.000000,0.000000,2,35.500000,35.500000,0.000000,0.0000,0.0000
1989,"05","0500549",0.750000,0.600000,0.800000,35.500000,0.000000,0.000000,0.000000,0.000000,2,35.500000,35.500000,0.000000,0.0000,0.0000
1990,"05","0500549",0.750000,0.600000,0.800000,35.500000,0.000000,0.000000,0.000000,0.000000,2,35.500000,35.500000,0.000000,0.0000,0.0000
1991,"05","0500549",0.750000,0.600000,0.800000,35.500000,0.000000,0.000000,0.000000,0.000000,2,35.500000,35.500000,0.000000,0.0000,0.0000
1992,"05","0500549",0.750000,0.600000,0.800000,35.500000,0.000000,0.000000,0.000000,0.000000,2,35.500000,35.500000,0.000000,0.0000,0.0000
1993,"05","0500549",0.750000,0.600000,0.800000,35.500000,0.000000,0.000000,0.000000,0.000000,2,35.500000,35.500000,0.000000,0.0000,0.0000
1994,"05","0500549",0.750000,0.600000,0.800000,35.500000,0.000000,0.000000,0.000000,0.000000,2,35.500000,35.500000,0.000000,0.0000,0.0000
1995,"05","0500549",0.750000,0.600000,0.800000,35.500000,0.000000,0.000000,0.000000,0.000000,2,35.500000,35.500000,0.000000,0.0000,0.0000
1996,"05","0500549",0.750000,0.600000,0.800000,35.500000,0.000000,0.000000,0.000000,0.000000,2,35.500000,35.500000,0.000000,0.0000,0.0000
1997,"05","0500549",0.750000,0.600000,0.800000,35.500000,0.000000,0.000000,0.000000,0.000000,2,35.500000,35.500000,0.000000,0.0000,0.0000
1998,"05","0500549",0.750000,0.600000,0.800000,36.300000,0.000000,0.000000,0.000000,0.000000,2,36.300000,36.300000,0.000000,0.0000,0.0000
1999,"05","0500549",0.750000,0.600000,0.800000,37.000000,0.000000,0.000000,0.000000,0.000000,2,37.000000,37.000000,0.000000,0.0000,0.0000
2000,"05","0500549",0.750000,0.600000,0.800000,37.800000,0.000000,0.000000,0.000000,0.000000,2,37.800000,37.800000,0.000000,0.0000,0.0000
2001,"05","0500549",0.750000,0.600000,0.800000,38.500000,0.000000,0.000000,0.000000,0.000000,2,38.500000,38.500000,0.000000,0.0000,0.0000
2002,"05","0500549",0.750000,0.600000,0.800000,37.800000,0.000000,0.000000,0.000000,0.000000,2,37.800000,37.800000,0.000000,0.0000,0.0000
2003,"05","0500549",0.750000,0.600000,0.800000,37.000000,0.000000,0.000000,0.000000,0.000000,2,37.000000,37.000000,0.000000,0.0000,0.0000
2004,"05","0500549",0.750000,0.600000,0.800000,36.300000,0.000000,0.000000,0.000000,0.000000,2,36.300000,36.300000,0.000000,0.0000,0.0000
2005,"05","0500549",0.750000,0.600000,0.800000,35.500000,0.000000,0.000000,0.000000,0.000000,2,35.500000,35.500000,0.000000,0.0000,0.0000
2006,"05","0500549",0.750000,0.600000,0.800000,35.500000,0.000000,0.000000,0.000000,0.000000,2,35.500000,35.500000,0.000000,0.0000,0.0000
2007,"05","0500549",0.750000,0.600000,0.800000,35.500000,0.000000,0.000000,0.000000,0.000000,2,35.500000,35.500000,0.000000,0.0000,0.0000
2008,"05","0500549",0.750000,0.600000,0.800000,35.500000,0.000000,0.000000,0.000000,0.000000,2,35.500000,35.500000,0.000000,0.0000,0.0000
2009,"05","0500549",0.750000,0.600000,0.800000,35.500000,0.000000,0.000000,0.000000,0.000000,2,35.500000,35.500000,0.000000,0.0000,0.0000
2010,"05","0500549",0.750000,0.600000,0.800000,35.500000,0.000000,0.000000,0.000000,0.000000,2,35.500000,35.500000,0.000000,0.0000,0.0000
2011,"05","0500549",0.750000,0.600000,0.800000,35.500000,0.000000,0.000000,0.000000,0.000000,2,35.500000,35.500000,0.000000,0.0000,0.0000
2012,"05","0500549",0.750000,0.600000,0.800000,35.500000,0.000000,0.000000,0.000000,0.000000,2,35.500000,35.500000,0.000000,0.0000,0.0000
2013,"05","0500549",0.750000,0.600000,0.800000,35.500000,0.000000,0.000000,0.000000,0.000000,2,35.500000,35.500000,0.000000,0.0000,0.0000
1950,"05","0500550",0.750000,0.600000,0.800000,829.100000,0.000000,0.000000,0.000000,0.000000,2,829.100000,829.100000,0.000000,0.0000,0.0000
1951,"05","0500550",0.750000,0.600000,0.800000,829.100000,0.000000,0.000000,0.000000,0.000000,2,829.100000,829.100000,0.000000,0.0000,0.0000
1952,"05","0500550",0.750000,0.600000,0.800000,829.100000,0.000000,0.000000,0.000000,0.000000,2,829.100000,829.100000,0.000000,0.0000,0.0000
1953,"05","0500550",0.750000,0.600000,0.800000,829.100000,0.000000,0.000000,0.000000,0.000000,2,829.100000,829.100000,0.000000,0.0000,0.0000
1954,"05","0500550",0.750000,0.600000,0.800000,829.100000,0.000000,0.000000,0.000000,0.000000,2,829.100000,829.100000,0.000000,0.0000,0.0000
1955,"05","0500550",0.750000,0.600000,0.800000,829.100000,0.000000,0.000000,0.000000,0.000000,2,829.100000,829.100000,0.000000,0.0000,0.0000
1956,"05","0500550",0.750000,0.600000,0.800000,829.100000,0.000000,0.000000,0.000000,0.000000,2,829.100000,829.100000,0.000000,0.0000,0.0000
1957,"05","0500550",0.750000,0.600000,0.800000,829.100000,0.000000,0.000000,0.000000,0.000000,2,829.100000,829.100000,0.000000,0.0000,0.0000
1958,"05","0500550",0.750000,0.600000,0.800000,829.100000,0.000000,0.000000,0.000000,0.000000,2,829.100000,829.100000,0.000000,0.0000,0.0000
1959,"05","0500550",0.750000,0.600000,0.800000,829.100000,0.000000,0.000000,0.000000,0.000000,2,829.100000,829.100000,0.000000,0.0000,0.0000
1960,"05","0500550",0.750000,0.600000,0.800000,829.100000,0.000000,0.000000,0.000000,0.000000,2,829.100000,829.100000,0.000000,0.0000,0.0000
1961,"05","0500550",0.750000,0.600000,0.800000,829.100000,0.000000,0.000000,0.000000,0.000000,2,829.100000,829.100000,0.000000,0.0000,0.0000
1962,"05","0500550",0.750000,0.600000,0.800000,829.100000,0.000000,0.000000,0.000000,0.000000,2,829.100000,829.100000,0.000000,0.0000,0.0000
1963,"05","0500550",0.750000,0.600000,0.800000,829.100000,0.000000,0.000000,0.000000,0.000000,2,829.100000,829.100000,0.000000,0.0000,0.0000
1964,"05","0500550",0.750000,0.600000,0.800000,829.100000,0.000000,0.000000,0.000000,0.000000,2,829.100000,829.100000,0.000000,0.0000,0.0000
1965,"05","0500550",0.750000,0.600000,0.800000,829.100000,0.000000,0.000000,0.000000,0.000000,2,829.100000,829.100000,0.000000,0.0000,0.0000
1966,"05","0500550",0.750000,0.600000,0.800000,829.100000,0.000000,0.000000,0.000000,0.000000,2,829.100000,829.100000,0.000000,0.0000,0.0000
1967,"05","0500550",0.750000,0.600000,0.800000,829.100000,0.000000,0.000000,0.000000,0.000000,2,829.100000,829.100000,0.000000,0.0000,0.0000
1968,"05","0500550",0.750000,0.600000,0.800000,829.100000,0.000000,0.000000,0.000000,0.000000,2,829.100000,829.100000,0.000000,0.0000,0.0000
1969,"05","0500550",0.750000,0.600000,0.800000,829.100000,0.000000,0.000000,0.000000,0.000000,2,829.100000,829.100000,0.000000,0.0000,0.0000
1970,"05","0500550",0.750000,0.600000,0.800000,829.100000,0.000000,0.000000,0.000000,0.000000,2,829.100000,829.100000,0.000000,0.0000,0.0000
1971,"05","0500550",0.750000,0.600000,0.800000,829.100000,0.000000,0.000000,0.000000,0.000000,2,829.100000,829.100000,0.000000,0.0000,0.0000
1972,"05","0500550",0.750000,0.600000,0.800000,829.100000,0.000000,0.000000,0.000000,0.000000,2,829.100000,829.100000,0.000000,0.0000,0.0000
1973,"05","0500550",0.750000,0.600000,0.800000,829.100000,0.000000,0.000000,0.000000,0.000000,2,829.100000,829.100000,0.000000,0.0000,0.0000
1974,"05","0500550",0.750000,0.600000,0.800000,829.100000,0.000000,0.000000,0.000000,0.000000,2,829.100000,829.100000,0.000000,0.0000,0.0000
1975,"05","0500550",0.750000,0.600000,0.800000,829.100000,0.000000,0.000000,0.000000,0.000000,2,829.100000,829.100000,0.000000,0.0000,0.0000
1976,"05","0500550",0.750000,0.600000,0.800000,829.100000,0.000000,0.000000,0.000000,0.000000,2,829.100000,829.100000,0.000000,0.0000,0.0000
1977,"05","0500550",0.750000,0.600000,0.800000,829.100000,0.000000,0.000000,0.000000,0.000000,2,829.100000,829.100000,0.000000,0.0000,0.0000
1978,"05","0500550",0.750000,0.600000,0.800000,829.100000,0.000000,0.000000,0.000000,0.000000,2,829.100000,829.100000,0.000000,0.0000,0.0000
1979,"05","0500550",0.750000,0.600000,0.800000,829.100000,0.000000,0.000000,0.000000,0.000000,2,829.100000,829.100000,0.000000,0.0000,0.0000
1980,"05","0500550",0.750000,0.600000,0.800000,829.100000,0.000000,0.000000,0.000000,0.000000,2,829.100000,829.100000,0.000000,0.0000,0.0000
1981,"05","0500550",0.750000,0.600000,0.800000,829.100000,0.000000,0.000000,0.000000,0.000000,2,829.100000,829.100000,0.000000,0.0000,0.0000
1982,"05","0500550",0.750000,0.600000,0.800000,829.100000,0.000000,0.000000,0.000000,0.000000,2,829.100000,829.100000,0.000000,0.0000,0.0000
1983,"05","0500550",0.750000,0.600000,0.800000,829.100000,0.000000,0.000000,0.000000,0.000000,2,829.100000,829.100000,0.000000,0.0000,0.0000
1984,"05","0500550",0.750000,0.600000,0.800000,829.100000,0.000000,0.000000,0.000000,0.000000,2,829.100000,829.100000,0.000000,0.0000,0.0000
1985,"05","0500550",0.750000,0.600000,0.800000,829.100000,0.000000,0.000000,0.000000,0.000000,2,829.100000,829.100000,0.000000,0.0000,0.0000
1986,"05","0500550",0.750000,0.600000,0.800000,829.100000,0.000000,0.000000,0.000000,0.000000,2,829.100000,829.100000,0.000000,0.0000,0.0000
1987,"05","0500550",0.750000,0.600000,0.800000,829.100000,0.000000,0.000000,0.000000,0.000000,2,829.100000,829.100000,0.000000,0.0000,0.0000
1988,"05","0500550",0.750000,0.600000,0.800000,785.000000,0.000000,0.000000,0.000000,0.000000,2,785.000000,785.000000,0.000000,0.0000,0.0000
1989,"05","0500550",0.750000,0.600000,0.800000,740.800000,0.000000,0.000000,0.000000,0.000000,2,740.800000,740.800000,0.000000,0.0000,0.0000
1990,"05","0500550",0.750000,0.600000,0.800000,696.700000,0.000000,0.000000,0.000000,0.000000,2,696.700000,696.700000,0.000000,0.0000,0.0000
1991,"05","0500550",0.750000,0.600000,0.800000,652.600000,0.000000,0.000000,0.000000,0.000000,2,652.600000,652.600000,0.000000,0.0000,0.0000
1992,"05","0500550",0.750000,0.600000,0.800000,608.500000,0.000000,0.000000,0.000000,0.000000,2,608.500000,608.500000,0.000000,0.0000,0.0000
1993,"05","0500550",0.750000,0.600000,0.800000,564.400000,0.000000,0.000000,0.000000,0.000000,2,564.400000,564.400000,0.000000,0.0000,0.0000
1994,"05","0500550",0.750000,0.600000,0.800000,520.300000,0.000000,0.000000,0.000000,0.000000,2,520.300000,520.300000,0.000000,0.0000,0.0000
1995,"05","0500550",0.750000,0.600000,0.800000,476.200000,0.000000,0.000000,0.000000,0.000000,2,476.200000,476.200000,0.000000,0.0000,0.0000
1996,"05","0500550",0.750000,0.600000,0.800000,432.100000,0.000000,0.000000,0.000000,0.000000,2,432.100000,432.100000,0.000000,0.0000,0.0000
1997,"05","0500550",0.750000,0.600000,0.800000,388.000000,0.000000,0.000000,0.000000,0.000000,2,388.000000,388.000000,0.000000,0.0000,0.0000
1998,"05","0500550",0.750000,0.600000,0.800000,355.900000,0.000000,0.000000,0.000000,0.000000,2,355.900000,355.900000,0.000000,0.0000,0.0000
1999,"05","0500550",0.750000,0.600000,0.800000,323.900000,0.000000,0.000000,0.000000,0.000000,2,323.900000,323.900000,0.000000,0.0000,0.0000
2000,"05","0500550",0.750000,0.600000,0.800000,291.900000,0.000000,0.000000,0.000000,0.000000,2,291.900000,291.900000,0.000000,0.0000,0.0000
2001,"05","0500550",0.750000,0.600000,0.800000,259.900000,0.000000,0.000000,0.000000,0.000000,2,259.900000,259.900000,0.000000,0.0000,0.0000
2002,"05","0500550",0.750000,0.600000,0.800000,249.000000,0.000000,0.000000,0.000000,0.000000,2,249.000000,249.000000,0.000000,0.0000,0.0000
2003,"05","0500550",0.750000,0.600000,0.800000,238.100000,0.000000,0.000000,0.000000,0.000000,2,238.100000,238.100000,0.000000,0.0000,0.0000
2004,"05","0500550",0.750000,0.600000,0.800000,227.200000,0.000000,0.000000,0.000000,0.000000,2,227.200000,227.200000,0.000000,0.0000,0.0000
2005,"05","0500550",0.750000,0.600000,0.800000,216.300000,0.000000,0.000000,0.000000,0.000000,2,216.300000,216.300000,0.000000,0.0000,0.0000
2006,"05","0500550",0.750000,0.600000,0.800000,224.200000,0.000000,0.000000,0.000000,0.000000,2,224.200000,224.200000,0.000000,0.0000,0.0000
2007,"05","0500550",0.750000,0.600000,0.800000,232.100000,0.000000,0.000000,0.000000,0.000000,2,232.100000,232.100000,0.000000,0.0000,0.0000
2008,"05","0500550",0.750000,0.600000,0.800000,240.000000,0.000000,0.000000,0.000000,0.000000,2,240.000000,240.000000,0.000000,0.0000,0.0000
2009,"05","0500550",0.750000,0.600000,0.800000,247.900000,0.000000,0.000000,0.000000,0.000000,2,247.900000,247.900000,0.000000,0.0000,0.0000
2010,"05","0500550",0.750000,0.600000,0.800000,255.800000,0.000000,0.000000,0.000000,0.000000,2,255.800000,255.800000,0.000000,0.0000,0.0000
2011,"05","0500550",0.750000,0.600000,0.800000,255.800000,0.000000,0.000000,0.000000,0.000000,2,255.800000,255.800000,0.000000,0.0000,0.0000
2012,"05","0500550",0.750000,0.600000,0.800000,255.800000,0.000000,0.000000,0.000000,0.000000,2,255.800000,255.800000,0.000000,0.0000,0.0000
2013,"05","0500550",0.750000,0.600000,0.800000,255.800000,0.000000,0.000000,0.000000,0.000000,2,255.800000,255.800000,0.000000,0.0000,0.0000
1950,"05","0500551",0.750000,0.600000,0.800000,140.000000,0.000000,0.000000,0.000000,0.000000,2,140.000000,140.000000,0.000000,0.0000,0.0000
1951,"05","0500551",0.750000,0.600000,0.800000,140.000000,0.000000,0.000000,0.000000,0.000000,2,140.000000,140.000000,0.000000,0.0000,0.0000
1952,"05","0500551",0.750000,0.600000,0.800000,140.000000,0.000000,0.000000,0.000000,0.000000,2,140.000000,140.000000,0.000000,0.0000,0.0000
1953,"05","0500551",0.750000,0.600000,0.800000,140.000000,0.000000,0.000000,0.000000,0.000000,2,140.000000,140.000000,0.000000,0.0000,0.0000
1954,"05","0500551",0.750000,0.600000,0.800000,140.000000,0.000000,0.000000,0.000000,0.000000,2,140.000000,140.000000,0.000000,0.0000,0.0000
1955,"05","0500551",0.750000,0.600000,0.800000,140.000000,0.000000,0.000000,0.000000,0.000000,2,140.000000,140.000000,0.000000,0.0000,0.0000
1956,"05","0500551",0.750000,0.600000,0.800000,140.000000,0.000000,0.000000,0.000000,0.000000,2,140.000000,140.000000,0.000000,0.0000,0.0000
1957,"05","0500551",0.750000,0.600000,0.800000,140.000000,0.000000,0.000000,0.000000,0.000000,2,140.000000,140.000000,0.000000,0.0000,0.0000
1958,"05","0500551",0.750000,0.600000,0.800000,140.000000,0.000000,0.000000,0.000000,0.000000,2,140.000000,140.000000,0.000000,0.0000,0.0000
1959,"05","0500551",0.750000,0.600000,0.800000,140.000000,0.000000,0.000000,0.000000,0.000000,2,140.000000,140.000000,0.000000,0.0000,0.0000
1960,"05","0500551",0.750000,0.600000,0.800000,140.000000,0.000000,0.000000,0.000000,0.000000,2,140.000000,140.000000,0.000000,0.0000,0.0000
1961,"05","0500551",0.750000,0.600000,0.800000,140.000000,0.000000,0.000000,0.000000,0.000000,2,140.000000,140.000000,0.000000,0.0000,0.0000
1962,"05","0500551",0.750000,0.600000,0.800000,140.000000,0.000000,0.000000,0.000000,0.000000,2,140.000000,140.000000,0.000000,0.0000,0.0000
1963,"05","0500551",0.750000,0.600000,0.800000,140.000000,0.000000,0.000000,0.000000,0.000000,2,140.000000,140.000000,0.000000,0.0000,0.0000
1964,"05","0500551",0.750000,0.600000,0.800000,140.000000,0.000000,0.000000,0.000000,0.000000,2,140.000000,140.000000,0.000000,0.0000,0.0000
1965,"05","0500551",0.750000,0.600000,0.800000,140.000000,0.000000,0.000000,0.000000,0.000000,2,140.000000,140.000000,0.000000,0.0000,0.0000
1966,"05","0500551",0.750000,0.600000,0.800000,140.000000,0.000000,0.000000,0.000000,0.000000,2,140.000000,140.000000,0.000000,0.0000,0.0000
1967,"05","0500551",0.750000,0.600000,0.800000,140.000000,0.000000,0.000000,0.000000,0.000000,2,140.000000,140.000000,0.000000,0.0000,0.0000
1968,"05","0500551",0.750000,0.600000,0.800000,140.000000,0.000000,0.000000,0.000000,0.000000,2,140.000000,140.000000,0.000000,0.0000,0.0000
1969,"05","0500551",0.750000,0.600000,0.800000,140.000000,0.000000,0.000000,0.000000,0.000000,2,140.000000,140.000000,0.000000,0.0000,0.0000
1970,"05","0500551",0.750000,0.600000,0.800000,140.000000,0.000000,0.000000,0.000000,0.000000,2,140.000000,140.000000,0.000000,0.0000,0.0000
1971,"05","0500551",0.750000,0.600000,0.800000,140.000000,0.000000,0.000000,0.000000,0.000000,2,140.000000,140.000000,0.000000,0.0000,0.0000
1972,"05","0500551",0.750000,0.600000,0.800000,140.000000,0.000000,0.000000,0.000000,0.000000,2,140.000000,140.000000,0.000000,0.0000,0.0000
1973,"05","0500551",0.750000,0.600000,0.800000,140.000000,0.000000,0.000000,0.000000,0.000000,2,140.000000,140.000000,0.000000,0.0000,0.0000
1974,"05","0500551",0.750000,0.600000,0.800000,140.000000,0.000000,0.000000,0.000000,0.000000,2,140.000000,140.000000,0.000000,0.0000,0.0000
1975,"05","0500551",0.750000,0.600000,0.800000,140.000000,0.000000,0.000000,0.000000,0.000000,2,140.000000,140.000000,0.000000,0.0000,0.0000
1976,"05","0500551",0.750000,0.600000,0.800000,140.000000,0.000000,0.000000,0.000000,0.000000,2,140.000000,140.000000,0.000000,0.0000,0.0000
1977,"05","0500551",0.750000,0.600000,0.800000,140.000000,0.000000,0.000000,0.000000,0.000000,2,140.000000,140.000000,0.000000,0.0000,0.0000
1978,"05","0500551",0.750000,0.600000,0.800000,140.000000,0.000000,0.000000,0.000000,0.000000,2,140.000000,140.000000,0.000000,0.0000,0.0000
1979,"05","0500551",0.750000,0.600000,0.800000,140.000000,0.000000,0.000000,0.000000,0.000000,2,140.000000,140.000000,0.000000,0.0000,0.0000
1980,"05","0500551",0.750000,0.600000,0.800000,140.000000,0.000000,0.000000,0.000000,0.000000,2,140.000000,140.000000,0.000000,0.0000,0.0000
1981,"05","0500551",0.750000,0.600000,0.800000,140.000000,0.000000,0.000000,0.000000,0.000000,2,140.000000,140.000000,0.000000,0.0000,0.0000
1982,"05","0500551",0.750000,0.600000,0.800000,140.000000,0.000000,0.000000,0.000000,0.000000,2,140.000000,140.000000,0.000000,0.0000,0.0000
1983,"05","0500551",0.750000,0.600000,0.800000,140.000000,0.000000,0.000000,0.000000,0.000000,2,140.000000,140.000000,0.000000,0.0000,0.0000
1984,"05","0500551",0.750000,0.600000,0.800000,140.000000,0.000000,0.000000,0.000000,0.000000,2,140.000000,140.000000,0.000000,0.0000,0.0000
1985,"05","0500551",0.750000,0.600000,0.800000,140.000000,0.000000,0.000000,0.000000,0.000000,2,140.000000,140.000000,0.000000,0.0000,0.0000
1986,"05","0500551",0.750000,0.600000,0.800000,140.000000,0.000000,0.000000,0.000000,0.000000,2,140.000000,140.000000,0.000000,0.0000,0.0000
1987,"05","0500551",0.750000,0.600000,0.800000,140.000000,0.000000,0.000000,0.000000,0.000000,2,140.000000,140.000000,0.000000,0.0000,0.0000
1988,"05","0500551",0.750000,0.600000,0.800000,139.700000,0.000000,0.000000,0.000000,0.000000,2,139.700000,139.700000,0.000000,0.0000,0.0000
1989,"05","0500551",0.750000,0.600000,0.800000,139.300000,0.000000,0.000000,0.000000,0.000000,2,139.300000,139.300000,0.000000,0.0000,0.0000
1990,"05","0500551",0.750000,0.600000,0.800000,139.000000,0.000000,0.000000,0.000000,0.000000,2,139.000000,139.000000,0.000000,0.0000,0.0000
1991,"05","0500551",0.750000,0.600000,0.800000,138.600000,0.000000,0.000000,0.000000,0.000000,2,138.600000,138.600000,0.000000,0.0000,0.0000
1992,"05","0500551",0.750000,0.600000,0.800000,138.300000,0.000000,0.000000,0.000000,0.000000,2,138.300000,138.300000,0.000000,0.0000,0.0000
1993,"05","0500551",0.750000,0.600000,0.800000,137.900000,0.000000,0.000000,0.000000,0.000000,2,137.900000,137.900000,0.000000,0.0000,0.0000
1994,"05","0500551",0.750000,0.600000,0.800000,137.600000,0.000000,0.000000,0.000000,0.000000,2,137.600000,137.600000,0.000000,0.0000,0.0000
